,CPI,INDPRO,TERM_SPREAD,FED_RATE,HY_OAS,VIX,CPI_q,INDPRO_q,TERM_SPREAD_m,FED_RATE_m,HY_OAS_m,VIX_m,CPI_z,INDPRO_z,TERM_SPREAD_z,FED_RATE_z,HY_OAS_z,VIX_z,CPI_q_z,INDPRO_q_z,TERM_SPREAD_m_z,FED_RATE_m_z,HY_OAS_m_z,VIX_m_z,curve_inv,high_vol,credit_spread
2020-02-29,259.25,101.3735,0.20648219100202023,1.58,4.08048131045585,12.235852654113328,0.005316446860736956,-0.005529875256530481,0.0074065435027153015,0.019354838709677358,-0.00115462155146695,0.00012323611597619966,1.7342558120668163,-1.4476069456091767,-0.5830635759594798,-1.277090760651686,0.9783167506078704,-1.0160474599352158,0.0993919821809261,-0.6546069813413767,0.36862531661504533,0.20206104136507383,-0.1985125406915981,-0.0750848324306906,0,0,0
2020-03-31,258.076,97.4078,0.21229262708494584,0.65,4.078692929007678,12.30327779812967,-0.0021420562193092962,-0.042207348454232685,0.0281401318667176,-0.5886075949367089,-0.000438277083536609,0.005510457335694996,1.2392459611852369,-3.5779693934473973,-0.5089931860294277,-3.114546278042031,0.8949358285552853,-0.9490454463533503,-2.4359532931903827,-3.419543319288049,0.3869062439916762,-4.1687240971243,-0.1275047859582011,0.08805313182761827,0,0,0
2020-04-30,256.032,84.5619,0.53,0.05,9.11,57.06,-0.011943950263770375,-0.16303355906637185,1.496553965521978,-0.9230769230769231,1.2335586813142143,3.6377884768784297,0.45569084732986037,-4.377170218587753,0.24870061174621128,-3.2150056238008733,4.5469514430666145,4.502578321314287,-3.6197162318389142,-4.456208634461315,1.9129363290824664,-3.7981632909835223,4.578464247044652,4.562662008822433,0,1,1
2020-05-31,255.802,85.9604,0.52,0.05,7.7,37.19,-0.013299903567984606,-0.15204269360335787,-0.018867924528301883,0.0,-0.15477497255762895,-0.348229933403435,0.30805643879745015,-2.976437485863334,0.30034887071619765,-2.589559479547551,2.6097651487407485,1.9864700788941796,-2.934602532632598,-3.0293013077719464,0.23153631813059394,0.2847902057882972,-0.8004162229761151,-0.6357138387887511,0,1,1
2020-06-30,257.042,91.5934,0.52,0.08,6.43,28.23,-0.004006571707559248,-0.05969131835438224,0.0,0.5999999999999999,-0.16493506493506505,-0.24092497983328842,0.7275511349984096,-1.6624359196584582,0.3610720693694377,-2.1656523199827977,1.491396463291668,1.001281790562717,-1.175855942618763,-0.8922784116555661,0.24598361073272076,2.4452968940129214,-0.7978449645013647,-0.4886243222827601,0,1,1
2020-07-31,258.352,95.0256,0.55,0.09,6.33,28.62,0.009061367329083803,0.12374012409844148,0.05769230769230771,0.125,-0.015552099533436947,0.01381509032943673,1.181438556918414,-0.948540569309926,0.5105067647961844,-1.8839673506392862,1.2944277957314176,0.9613822708531746,1.0245003237537087,2.5643550027540143,0.3082712226778496,0.6212363825509826,-0.2282159418292885,-0.15807533125384218,0,1,0
2020-08-31,259.316,95.9549,0.5500784192911815,0.1,6.354085365144229,28.63985576432437,0.013737187355845393,0.11626865393832486,0.00014258052942084376,0.11111111111111116,0.0038049549990883946,0.0006937723383777517,1.4751942970249137,-0.717064833054002,0.5898559839530675,-1.6692780909388716,1.1999983379089136,0.8901896697456698,1.6339339036222875,2.1118290696433104,0.24332907812766155,0.5476729344316168,-0.16115087290184352,-0.17665878908329163,0,1,0
2020-09-30,259.997,95.9669,0.56,0.09,4.97,26.12,0.011496175722255586,0.04774907362320868,0.018036665975013744,-0.10000000000000009,-0.2178260576631098,-0.087984233756626,1.623166866648656,-0.6555242796088336,0.7120376008819947,-1.5143007700718378,0.21740940987893584,0.5961016731109311,1.1938762010693902,0.9223953224714568,0.26233403450876247,-0.22711791077811325,-0.9490021701547546,-0.28683625788722894,0,0,0
2020-10-31,260.319,96.7394,0.59,0.09,5.36,26.7,0.007613643401251258,0.018035140004377892,0.05357142857142838,0.0,0.07847082494969837,0.022205206738131533,1.6089020365476157,-0.4636567073919006,0.8755985217804699,-1.3750084111842038,0.43275398738225396,0.5960651268287197,0.5865193233382267,0.4245719633594646,0.29336897129829737,0.16942675481312672,0.13248893688540164,-0.1498878928895237,0,0,0
2020-11-30,260.911,97.0816,0.6077300142033651,0.09,5.358820440410346,26.567567452121185,0.0061507967113483275,0.011741974615157691,0.0300508715311274,0.0,-0.00022006708762201121,-0.004960020519805819,1.706452425461828,-0.3519972195042437,0.997611424669845,-1.255772665564142,0.38908445442532513,0.5505131211986785,0.3465620962862455,0.31307442710698347,0.26366159000445966,0.17017051825151333,-0.13347052402394236,-0.1530486955774729,0,0,0
2020-12-31,262.045,98.363,0.83,0.09,4.21,20.77,0.007877013965545743,0.02496798375273146,0.3657380425549568,0.0,-0.21437934955745153,-0.2182197321064222,1.9735411886645198,-0.0679916848976591,1.724752021771642,-1.1517074588247393,-0.4381098982464773,-0.01188316704383594,0.5706793377459402,0.5095241699125089,0.6128979824557693,0.17540906379854054,-0.8882725418830337,-0.4194270967120386,0,0,0
2021-01-31,262.639,98.8822,0.8371846789867973,0.09,4.214620634066845,20.633027910519157,0.008912142409889467,0.022150230412841143,0.008656239743129346,0.0,0.0010975377830986233,-0.006594708208032873,2.0248977587520924,0.0690153471445762,1.7384901442656535,-1.0601904204350616,-0.44940337957916127,-0.030330422871413923,0.6676537292263484,0.44288320938343595,0.22117438088494348,0.18496799625973445,-0.09274040477909049,-0.14247478644701222,0,0,0
2021-02-28,263.573,95.6149,1.02,0.08,3.83,30.24,0.010202712802449776,-0.015107909222756843,0.21836916704502407,-0.11111111111111105,-0.0912586606153708,0.4656113553058785,2.144550699696508,-0.5160095690485185,2.020084133950334,-0.9864936362611864,-0.7058451694319825,0.8272090876750997,0.8061563919609607,-0.15828538598895384,0.4125073388023059,-0.2200894284660728,-0.4004224906498709,0.43950100737922426,0,1,0
2021-03-31,264.847,98.3856,1.4,0.07,3.54,23.35,0.010692819935507192,0.00022976119069162415,0.3725490196078429,-0.12499999999999989,-0.07571801566579639,-0.22784391534391524,2.2796787121573034,0.0693626010588432,2.5329457458617863,-0.9196548759601514,-0.895645223289583,0.1353709231359116,0.8370472667061588,0.08200531802322406,0.5642588240803146,-0.2523533821942769,-0.3474578667870852,-0.4606172721950016,0,0,0
2021-04-30,266.625,98.5587,1.67,0.07,3.33,17.33,0.01517672546727633,-0.003271569605045155,0.19285714285714284,0.0,-0.05932203389830504,-0.2578158458244113,2.4329997188588286,0.137604218739494,2.5761081589227515,-0.8491471128240287,-1.0105417445482725,-0.46480709990901536,1.4226449959675187,0.02016122773698513,0.32587172536978226,0.22359845878099266,-0.27417582962721404,-0.4841052275221515,0,0,0
2021-05-31,268.404,99.4333,1.6753231733078886,0.06,3.342250881813222,17.40461334435607,0.018328888012049793,0.03993519838435211,0.003187528926879457,-0.14285714285714302,0.0036789434874540117,0.00430544399054078,2.481139268703759,0.3476355614177757,2.1930184580229417,-0.7935063495871261,-0.9819326547567825,-0.4711769177154821,1.6933273655664167,0.6827241507569711,0.1412325475165591,-0.2985758487104041,-0.05168993860143899,-0.13882764338744183,0,0,0
2021-06-30,270.71,99.7987,1.6,0.08,3.33,17.9,0.022137309465464883,0.014362874241758972,-0.04496038406677361,0.3333333333333335,-0.0036654584728766926,0.028462950933901165,2.5588534489281662,0.45433377550887644,1.8099350498660631,-0.710107347975528,-0.9700655732199909,-0.43881881364467007,1.918782857675184,0.26013271628375073,0.0826777825424533,1.3925305327831345,-0.07820684734723224,-0.10917039308645476,0,0,0
2021-07-31,271.965,100.2519,1.43,0.1,3.02,15.48,0.02002812939521781,0.0171796097148198,-0.10625000000000007,0.25,-0.0930930930930931,-0.1351955307262569,2.388302392968103,0.5717831297133799,1.3861202078836778,-0.6297280519628813,-1.1271132668509876,-0.6866530037509447,1.497694539540835,0.2910164527421778,-0.21239749411171438,1.0288423682993548,-0.38140378270701103,-0.316198426499265,0,0,0
2021-08-31,272.752,100.0437,1.4434258716436792,0.09,3.031487298596644,15.510480334167157,0.01619946051474641,0.006138788514511662,0.009388721429146374,-0.10000000000000009,0.0038037412571669815,0.0019690138350876296,2.185701790066666,0.5615461172624823,1.3028906952128927,-0.5835941836320486,-1.0653941796520405,-0.670064847444796,0.9717770746194548,0.11220550042416844,-0.01673185581714147,-0.21435293480436823,-0.021050042271526254,-0.12421969528962569,0,0,0
2021-09-30,273.942,98.8579,1.26,0.08,3.19,16.11,0.011938975287207887,-0.009426976503701945,-0.12707675208482005,-0.11111111111111105,0.052288756570656014,0.03865255317156069,2.087091458942991,0.3414512894856101,0.9050454850905495,-0.5400783254144109,-0.9232774231959242,-0.6017748828003582,0.44897426471370516,-0.13093028084389133,-0.2543330090983661,-0.24326931308435787,0.148109031113024,-0.07904524248320896,0,0,0
2021-10-31,276.528,100.1861,1.44,0.08,3.2,21.15,0.016777894214329292,-0.0006563466627566017,0.1428571428571428,0.0,0.0031347962382446415,0.3128491620111731,2.174989552611095,0.6563708270669983,1.1610029769079515,-0.47978073189584497,-0.8800307704769501,-0.1176630058849923,0.9303420137791296,0.006133035905351151,0.21527174181956243,0.13531576269110576,-0.03274573534939691,0.2612705278257312,0,0,0
2021-11-30,278.824,100.8654,1.53,0.08,3.16,16.41,0.022261981580336654,0.008213410739506655,0.0625,0.0,-0.012499999999999956,-0.22411347517730495,2.16933235683422,0.8280627360791946,1.2268612499033842,-0.41472174634498066,-0.8676433816413667,-0.6099183337364523,1.4080815856635591,0.1376558738718144,-0.1626957401987271,0.11310579447933955,-0.08797859886355161,-0.44095853379685773,0,0,0
2021-12-31,280.806,100.5726,1.37,0.08,3.58,31.12,0.02505639879974586,0.017345098368466205,-0.10457516339869277,0.0,0.13291139240506333,0.8964046313223644,2.1065012984754006,0.7798417287010212,0.8464093010773651,-0.34554376632450484,-0.5901466737745505,0.7888192231441937,1.54317716668726,0.26759938066854655,-0.6639308557012338,0.11310579447933955,0.4244500541129773,0.9453045835641585,0,1,0
2022-01-31,282.542,100.1856,1.381573469111538,0.08,3.5853727744341253,31.170616905437033,0.021748249725163316,-4.9907122844361496e-06,0.008447787672655416,0.0,0.0015007749815991733,0.0016265072441206119,2.019700500751684,0.7035690330054923,0.8003183507838009,-0.26837566406628566,-0.5706982846603982,0.7265628214769143,1.1173363205276075,-0.011423516912471036,-0.32064460328403904,0.11310579447933955,-0.05701669622273925,-0.1928894461147498,0,1,0
2022-02-28,284.525,100.8064,1.62,0.08,3.51,21.96,0.02044658996356108,-0.0005849379470065363,0.17257607808710262,0.0,-0.02102229786860066,-0.29549036303578713,1.9656656621399764,0.8575688899121476,1.1988647432036046,-0.20657359370912412,-0.5984616110120353,-0.26942238606696356,0.9147081159099015,-0.023953316535328548,0.16923057677215342,0.11602681738589696,-0.1364807558015963,-0.5518138733494315,0,0,0
